date,article,daily_units,daily_revenue
2022-08-25,BOULE POLKA,2,3.6
2022-08-25,BRIOCHE,4,24.0
2022-08-25,CAFE OU EAU,3,3.0
2022-08-25,CAMPAGNE,10,20.0
2022-08-25,CARAMEL NOIX,1,2.4
2022-08-25,CEREAL BAGUETTE,14,18.900000000000002
2022-08-25,CHAUSSON AUX POMMES,6,9.600000000000001
2022-08-25,COMPLET,3,5.699999999999999
2022-08-25,COOKIE,16,18.4
2022-08-25,COUPE,40,6.0
2022-08-25,CROISSANT,51,61.2
2022-08-25,CROISSANT AMANDES,6,9.600000000000001
2022-08-25,DEMI BAGUETTE,4,2.0
2022-08-25,DIVERS BOULANGERIE,1,1.0
2022-08-25,DIVERS PATISSERIE,1,6.0
2022-08-25,ECLAIR,4,8.8
2022-08-25,FICELLE,12,8.399999999999999
2022-08-25,FINANCIER X5,1,4.0
2022-08-25,FLAN,4,8.8
2022-08-25,FLAN ABRICOT,3,6.8999999999999995
2022-08-25,FORMULE SANDWICH,14,98.0
2022-08-25,GD KOUIGN AMANN,6,54.0
2022-08-25,GRAND FAR BRETON,7,52.5
2022-08-25,KOUIGN AMANN,3,6.8999999999999995
2022-08-25,MACARON,1,1.0
2022-08-25,MILLES FEUILLES,3,7.5
2022-08-25,MOISSON,5,11.0
2022-08-25,PAIN,4,5.2
2022-08-25,PAIN AU CHOCOLAT,30,39.0
2022-08-25,PAIN AUX RAISINS,7,11.200000000000001
2022-08-25,PAIN BANETTE,4,6.4
2022-08-25,PAIN CHOCO AMANDES,6,10.2
2022-08-25,PALET BRETON,5,6.0
2022-08-25,PLAT 7.00,1,7.0
2022-08-25,PLAT 7.60E,1,7.6
2022-08-25,PT NANTAIS,3,10.5
2022-08-25,QUIM BREAD,5,6.0
2022-08-25,SAND JB EMMENTAL,5,20.0
2022-08-25,SANDWICH COMPLET,3,15.0
2022-08-25,SEIGLE,2,4.0
2022-08-25,SPECIAL BREAD,12,31.200000000000003
2022-08-25,ST HONORE,5,17.5
2022-08-25,SUCETTE,1,0.3
2022-08-25,TARTELETTE,10,22.0
2022-08-25,TARTELETTE FRAISE,2,7.0
2022-08-25,TRADITIONAL BAGUETTE,273,354.90000000000003
2022-08-25,VIK BREAD,6,16.200000000000003
2022-08-26,BAGUETTE,37,37.0
2022-08-26,BAGUETTE GRAINE,6,8.399999999999999
2022-08-26,BANETTE,43,49.449999999999996
2022-08-26,BANETTINE,7,4.8999999999999995
2022-08-26,BOISSON 33CL,4,6.0
2022-08-26,BOULE 200G,7,8.399999999999999
2022-08-26,BOULE 400G,9,15.3
2022-08-26,BRIOCHE,3,18.0
2022-08-26,CAMPAGNE,6,12.0
2022-08-26,CEREAL BAGUETTE,11,14.850000000000001
2022-08-26,CHAUSSON AUX POMMES,6,9.600000000000001
2022-08-26,COMPLET,4,7.6
2022-08-26,COOKIE,11,12.649999999999999
2022-08-26,COUPE,34,5.1
2022-08-26,CROISSANT,52,62.4
2022-08-26,CROISSANT AMANDES,8,12.8
2022-08-26,DIVERS PATISSERIE,1,6.0
2022-08-26,ECLAIR,3,6.6000000000000005
2022-08-26,FICELLE,7,4.8999999999999995
2022-08-26,FINANCIER X5,1,4.0
2022-08-26,FLAN,3,6.6000000000000005
2022-08-26,FLAN ABRICOT,1,2.3
2022-08-26,FORMULE SANDWICH,17,119.0
2022-08-26,GRAND FAR BRETON,2,15.0
2022-08-26,KOUIGN AMANN,5,11.5
2022-08-26,MACARON,6,6.0
2022-08-26,MILLES FEUILLES,4,10.0
2022-08-26,MOISSON,8,17.6
2022-08-26,PAIN,3,3.9000000000000004
2022-08-26,PAIN AU CHOCOLAT,57,74.10000000000001
2022-08-26,PAIN AUX RAISINS,6,9.600000000000001
2022-08-26,PAIN BANETTE,7,11.200000000000001
2022-08-26,PAIN CHOCO AMANDES,6,10.2
2022-08-26,PAIN SUISSE PEPITO,1,1.6
2022-08-26,PARIS BREST,2,4.4
2022-08-26,PLAT 7.60E,1,7.6
2022-08-26,PT NANTAIS,1,3.5
2022-08-26,QUIM BREAD,8,9.6
2022-08-26,SAND JB EMMENTAL,7,28.0
2022-08-26,SANDWICH COMPLET,5,25.0
2022-08-26,SEIGLE,1,2.0
2022-08-26,SPECIAL BREAD,7,18.2
2022-08-26,TARTELETTE,3,6.6000000000000005
2022-08-26,TARTELETTE FRAISE,1,3.5
2022-08-26,TRADITIONAL BAGUETTE,221,287.3
2022-08-26,TROPEZIENNE,3,6.6000000000000005
2022-08-26,VIK BREAD,6,16.200000000000003
2022-08-27,12 MACARON,2,20.0
2022-08-27,BAGUETTE,43,43.0
2022-08-27,BAGUETTE GRAINE,6,8.399999999999999
2022-08-27,BANETTE,52,59.8
2022-08-27,BANETTINE,7,4.8999999999999995
2022-08-27,BOISSON 33CL,4,6.0
2022-08-27,BOULE 200G,9,10.799999999999999
2022-08-27,BOULE 400G,10,17.0
2022-08-27,BOULE POLKA,2,3.6
2022-08-27,BRIOCHE,4,24.0
2022-08-27,CAFE OU EAU,2,2.0
2022-08-27,CAMPAGNE,6,12.0
2022-08-27,CARAMEL NOIX,3,7.199999999999999
2022-08-27,CEREAL BAGUETTE,12,16.200000000000003
2022-08-27,CHAUSSON AUX POMMES,9,14.4
2022-08-27,COMPLET,6,11.399999999999999
2022-08-27,COOKIE,7,8.049999999999999
2022-08-27,COUPE,47,7.05
2022-08-27,CROISSANT,49,58.8
2022-08-27,CROISSANT AMANDES,7,11.200000000000001
2022-08-27,DEMI BAGUETTE,4,2.0
2022-08-27,DIVERS PATISSERIE,2,9.0
2022-08-27,DIVERS VIENNOISERIE,1,1.6
2022-08-27,ECLAIR,7,15.400000000000002
2022-08-27,FICELLE,11,7.699999999999999
2022-08-27,FINANCIER X5,1,4.0
2022-08-27,FLAN,2,4.4
2022-08-27,FLAN ABRICOT,2,4.6
2022-08-27,FORMULE SANDWICH,1,7.0
2022-08-27,GD KOUIGN AMANN,6,54.0
2022-08-27,GRAND FAR BRETON,8,60.0
2022-08-27,GRANDE SUCETTE,1,0.6
2022-08-27,KOUIGN AMANN,3,6.8999999999999995
2022-08-27,MACARON,7,7.0
2022-08-27,MILLES FEUILLES,1,2.5
2022-08-27,MOISSON,4,8.8
2022-08-27,PAIN,5,6.5
2022-08-27,PAIN AU CHOCOLAT,59,76.7
2022-08-27,PAIN AUX RAISINS,3,4.800000000000001
2022-08-27,PAIN BANETTE,8,12.8
2022-08-27,PAIN CHOCO AMANDES,4,6.8
2022-08-27,PARIS BREST,1,2.2
2022-08-27,PLAT 7.60E,3,22.799999999999997
2022-08-27,PLAT 8.30E,1,8.3
2022-08-27,QUIM BREAD,3,3.5999999999999996
2022-08-27,SABLE F  P,2,3.2
2022-08-27,SAND JB EMMENTAL,4,16.0
2022-08-27,SANDWICH COMPLET,11,55.0
2022-08-27,SEIGLE,4,8.0
2022-08-27,SPECIAL BREAD,8,20.8
2022-08-27,SPECIAL BREAD KG,1,5.2
2022-08-27,SUCETTE,2,0.6
2022-08-27,TARTE FRAISE 6P,1,21.0
2022-08-27,TARTE FRUITS 6P,1,14.0
2022-08-27,TARTELETTE,12,26.400000000000002
2022-08-27,TARTELETTE FRAISE,1,3.5
2022-08-27,TRADITIONAL BAGUETTE,289,375.70000000000005
2022-08-27,VIK BREAD,10,27.0
2022-08-28,12 MACARON,5,50.0
2022-08-28,BAGUETTE,46,46.0
2022-08-28,BAGUETTE GRAINE,6,8.399999999999999
2022-08-28,BANETTE,48,55.199999999999996
2022-08-28,BANETTINE,6,4.199999999999999
2022-08-28,BOISSON 33CL,5,7.5
2022-08-28,BOULE 200G,12,14.399999999999999
2022-08-28,BOULE 400G,10,17.0
2022-08-28,BOULE POLKA,1,1.8
2022-08-28,BRIOCHE,7,42.0
2022-08-28,CAFE OU EAU,6,6.0
2022-08-28,CAMPAGNE,9,18.0
2022-08-28,CARAMEL NOIX,5,12.0
2022-08-28,CEREAL BAGUETTE,20,27.0
2022-08-28,CHAUSSON AUX POMMES,7,11.200000000000001
2022-08-28,COMPLET,10,19.0
2022-08-28,COOKIE,12,13.799999999999999
2022-08-28,COUPE,55,8.25
2022-08-28,CROISSANT,130,156.0
2022-08-28,CROISSANT AMANDES,4,6.4
2022-08-28,DEMI BAGUETTE,6,3.0
2022-08-28,DEMI PAIN,2,1.4
2022-08-28,DIVERS BOULANGERIE,1,1.0
2022-08-28,DIVERS CONFISERIE,3,9.0
2022-08-28,DIVERS PATISSERIE,6,41.0
2022-08-28,ECLAIR,17,37.400000000000006
2022-08-28,FICELLE,10,7.0
2022-08-28,FINANCIER X5,6,24.0
2022-08-28,FLAN,3,6.6000000000000005
2022-08-28,FLAN ABRICOT,6,13.799999999999999
2022-08-28,FORMULE SANDWICH,14,98.0
2022-08-28,FRAMBOISIER,5,17.5
2022-08-28,GD KOUIGN AMANN,6,54.0
2022-08-28,GRAND FAR BRETON,8,60.0
2022-08-28,KOUIGN AMANN,12,27.599999999999998
2022-08-28,MACARON,11,11.0
2022-08-28,MILLES FEUILLES,6,15.0
2022-08-28,MOISSON,10,22.0
2022-08-28,NOIX JAPONAISE,5,11.5
2022-08-28,PAIN,6,7.8
2022-08-28,PAIN AU CHOCOLAT,76,98.8
2022-08-28,PAIN AUX RAISINS,8,12.8
2022-08-28,PAIN BANETTE,8,12.8
2022-08-28,PALET BRETON,1,1.2
2022-08-28,PARIS BREST,6,13.2
2022-08-28,PLAT 7.00,2,14.0
2022-08-28,PLAT 7.60E,4,30.4
2022-08-28,PLAT 8.30E,1,8.3
2022-08-28,PT NANTAIS,3,10.5
2022-08-28,QUIM BREAD,7,8.399999999999999
2022-08-28,ROYAL,2,7.0
2022-08-28,SABLE F  P,4,6.4
2022-08-28,SAND JB EMMENTAL,8,32.0
2022-08-28,SANDWICH COMPLET,5,25.0
2022-08-28,SEIGLE,5,10.0
2022-08-28,SPECIAL BREAD,12,31.200000000000003
2022-08-28,ST HONORE,3,10.5
2022-08-28,SUCETTE,2,0.6
2022-08-28,TARTE FRAISE 4PER,1,14.0
2022-08-28,TARTE FRAISE 6P,1,21.0
2022-08-28,TARTE FRUITS 4P,1,10.0
2022-08-28,TARTE FRUITS 6P,1,14.0
2022-08-28,TARTELETTE,12,26.400000000000002
2022-08-28,TARTELETTE FRAISE,5,17.5
2022-08-28,TRADITIONAL BAGUETTE,367,477.1
2022-08-28,TROPEZIENNE,6,13.2
2022-08-28,VIK BREAD,10,27.0
2022-08-29,12 MACARON,1,10.0
2022-08-29,BAGUETTE,39,39.0
2022-08-29,BANETTE,50,57.49999999999999
2022-08-29,BANETTINE,6,4.199999999999999
2022-08-29,BOISSON 33CL,2,3.0
2022-08-29,BOULE 200G,8,9.6
2022-08-29,BOULE 400G,8,13.6
2022-08-29,BOULE POLKA,2,3.6
2022-08-29,BRIOCHE,1,6.0
2022-08-29,CAFE OU EAU,2,2.0
2022-08-29,CAMPAGNE,5,10.0
2022-08-29,CEREAL BAGUETTE,10,13.5
2022-08-29,CHAUSSON AUX POMMES,2,3.2
2022-08-29,COMPLET,6,11.399999999999999
2022-08-29,COOKIE,5,5.75
2022-08-29,COUPE,36,5.3999999999999995
2022-08-29,CROISSANT,47,56.4
2022-08-29,CROISSANT AMANDES,7,11.200000000000001
2022-08-29,DEMI BAGUETTE,3,1.5
2022-08-29,DEMI PAIN,2,1.4
2022-08-29,ECLAIR,6,13.200000000000001
2022-08-29,FICELLE,6,4.199999999999999
2022-08-29,FINANCIER X5,2,8.0
2022-08-29,FLAN,5,11.0
2022-08-29,FORMULE SANDWICH,9,63.0
2022-08-29,GD FAR BRETON,3,22.5
2022-08-29,KOUIGN AMANN,9,20.7
2022-08-29,MACARON,2,2.0
2022-08-29,MOISSON,8,17.6
2022-08-29,PAIN,2,2.6
2022-08-29,PAIN AU CHOCOLAT,38,49.400000000000006
2022-08-29,PAIN AUX RAISINS,5,8.0
2022-08-29,PAIN BANETTE,5,8.0
2022-08-29,PAIN CHOCO AMANDES,6,10.2
2022-08-29,PARIS BREST,1,2.2
2022-08-29,PLAT 7.60E,8,60.8
2022-08-29,ROYAL,4,14.0
2022-08-29,SAND JB EMMENTAL,5,20.0
2022-08-29,SANDWICH COMPLET,6,30.0
2022-08-29,SEIGLE,2,4.0
2022-08-29,SPECIAL BREAD,8,20.8
2022-08-29,SPECIAL BREAD KG,2,10.4
2022-08-29,ST HONORE,1,3.5
2022-08-29,SUCETTE,6,1.7999999999999998
2022-08-29,TARTELETTE,3,6.6000000000000005
2022-08-29,TRADITIONAL BAGUETTE,197,256.1
2022-08-29,TRAITEUR,3,26.7
2022-08-29,TULIPE,3,10.5
2022-08-30,12 MACARON,2,20.0
2022-08-30,BAGUETTE,35,35.0
2022-08-30,BANETTE,39,44.849999999999994
2022-08-30,BANETTINE,6,4.199999999999999
2022-08-30,BOISSON 33CL,9,13.5
2022-08-30,BOULE 200G,8,9.6
2022-08-30,BOULE 400G,8,13.6
2022-08-30,BOULE POLKA,1,1.8
2022-08-30,CAFE OU EAU,11,11.0
2022-08-30,CAMPAGNE,6,12.0
2022-08-30,CEREAL BAGUETTE,10,13.5
2022-08-30,COMPLET,6,11.399999999999999
2022-08-30,COOKIE,8,9.2
2022-08-30,COUPE,30,4.5
2022-08-30,CROISSANT,38,45.599999999999994
2022-08-30,CROISSANT AMANDES,9,14.4
2022-08-30,DEMI BAGUETTE,5,2.5
2022-08-30,DIVERS PATISSERIE,3,15.0
2022-08-30,DIVERS VIENNOISERIE,2,12.0
2022-08-30,ECLAIR,1,2.2
2022-08-30,FICELLE,3,2.0999999999999996
2022-08-30,FINANCIER X5,2,8.0
2022-08-30,FLAN ABRICOT,1,2.3
2022-08-30,FORMULE SANDWICH,17,119.0
2022-08-30,GD FAR BRETON,2,15.0
2022-08-30,GD KOUIGN AMANN,2,18.0
2022-08-30,KOUIGN AMANN,8,18.4
2022-08-30,MILLES FEUILLES,3,7.5
2022-08-30,MOISSON,6,13.200000000000001
2022-08-30,PAIN,2,2.6
2022-08-30,PAIN AU CHOCOLAT,37,48.1
2022-08-30,PAIN AUX RAISINS,3,4.800000000000001
2022-08-30,PAIN BANETTE,6,9.600000000000001
2022-08-30,PAIN CHOCO AMANDES,6,10.2
2022-08-30,PALET BRETON,4,4.8
2022-08-30,PARIS BREST,2,4.4
2022-08-30,PLAT 7.60E,4,30.4
2022-08-30,PLAT 8.30E,3,24.900000000000002
2022-08-30,QUIM BREAD,7,8.399999999999999
2022-08-30,SABLE F  P,2,3.2
2022-08-30,SAND JB EMMENTAL,7,28.0
2022-08-30,SANDWICH COMPLET,12,60.0
2022-08-30,SEIGLE,2,4.0
2022-08-30,SPECIAL BREAD,8,20.8
2022-08-30,SPECIAL BREAD KG,1,5.2
2022-08-30,SUCETTE,4,1.2
2022-08-30,TARTELETTE,9,19.8
2022-08-30,TRADITIONAL BAGUETTE,186,241.8
2022-08-30,TROPEZIENNE,5,11.0
2022-08-31,BAGUETTE,16,16.0
2022-08-31,BANETTE,29,33.349999999999994
2022-08-31,BANETTINE,5,3.5
2022-08-31,BOISSON 33CL,3,4.5
2022-08-31,BOULE 200G,6,7.199999999999999
2022-08-31,BOULE 400G,2,3.4
2022-08-31,BOULE POLKA,1,1.8
2022-08-31,BRIOCHE,1,6.0
2022-08-31,CAFE OU EAU,1,1.0
2022-08-31,CAMPAGNE,5,10.0
2022-08-31,CARAMEL NOIX,3,7.199999999999999
2022-08-31,CEREAL BAGUETTE,1,1.35
2022-08-31,CHAUSSON AUX POMMES,1,1.6
2022-08-31,COMPLET,5,9.5
2022-08-31,COOKIE,10,11.5
2022-08-31,COUPE,18,2.6999999999999997
2022-08-31,CROISSANT,34,40.8
2022-08-31,CROISSANT AMANDES,2,3.2
2022-08-31,DEMI BAGUETTE,4,2.0
2022-08-31,DIVERS VIENNOISERIE,2,8.0
2022-08-31,ECLAIR,2,4.4
2022-08-31,FICELLE,1,0.7
2022-08-31,FINANCIER X5,3,12.0
2022-08-31,FLAN,3,6.6000000000000005
2022-08-31,FLAN ABRICOT,1,2.3
2022-08-31,FORMULE SANDWICH,10,70.0
2022-08-31,GD KOUIGN AMANN,1,9.0
2022-08-31,GRAND FAR BRETON,2,15.0
2022-08-31,KOUIGN AMANN,6,13.799999999999999
2022-08-31,MACARON,6,6.0
2022-08-31,MILLES FEUILLES,1,2.5
2022-08-31,MOISSON,3,6.6000000000000005
2022-08-31,PAIN,3,3.9000000000000004
2022-08-31,PAIN AU CHOCOLAT,43,55.900000000000006
2022-08-31,PAIN BANETTE,5,8.0
2022-08-31,PALET BRETON,2,2.4
2022-08-31,PARIS BREST,1,2.2
2022-08-31,PLAT 7.60E,3,22.799999999999997
2022-08-31,QUIM BREAD,2,2.4
2022-08-31,SAND JB EMMENTAL,2,8.0
2022-08-31,SANDWICH COMPLET,6,30.0
2022-08-31,SEIGLE,2,4.0
2022-08-31,SPECIAL BREAD,3,7.800000000000001
2022-08-31,TARTELETTE,1,2.2
2022-08-31,TARTELETTE FRAISE,1,3.5
2022-08-31,TRADITIONAL BAGUETTE,155,201.5
2022-09-02,12 MACARON,1,10.0
2022-09-02,BAGUETTE,34,34.0
2022-09-02,BANETTE,28,32.199999999999996
2022-09-02,BANETTINE,6,4.199999999999999
2022-09-02,BOULE 200G,5,6.0
2022-09-02,BOULE 400G,9,15.299999999999999
2022-09-02,BOULE POLKA,1,1.8
2022-09-02,BRIOCHE,1,6.0
2022-09-02,CAFE OU EAU,5,5.0
2022-09-02,CAMPAGNE,5,10.0
2022-09-02,CEREAL BAGUETTE,10,13.500000000000002
2022-09-02,CHAUSSON AUX POMMES,3,4.800000000000001
2022-09-02,COMPLET,7,13.299999999999999
2022-09-02,COOKIE,13,14.95
2022-09-02,COUPE,26,3.9
2022-09-02,CROISSANT,31,37.199999999999996
2022-09-02,CROISSANT AMANDES,5,8.0
2022-09-02,DEMI BAGUETTE,2,1.0
2022-09-02,DEMI PAIN,3,2.0999999999999996
2022-09-02,ECLAIR,3,6.6000000000000005
2022-09-02,FICELLE,7,4.8999999999999995
2022-09-02,FINANCIER X5,2,8.0
2022-09-02,FLAN ABRICOT,1,2.3
2022-09-02,FORMULE SANDWICH,14,98.0
2022-09-02,GD KOUIGN AMANN,1,9.0
2022-09-02,GRAND FAR BRETON,3,22.5
2022-09-02,GRANDE SUCETTE,4,2.4
2022-09-02,KOUIGN AMANN,2,4.6
2022-09-02,MACARON,9,9.0
2022-09-02,MILLES FEUILLES,1,2.5
2022-09-02,MOISSON,6,13.200000000000001
2022-09-02,PAIN AU CHOCOLAT,26,33.800000000000004
2022-09-02,PAIN AUX RAISINS,5,8.0
2022-09-02,PAIN BANETTE,6,9.600000000000001
2022-09-02,PAIN CHOCO AMANDES,2,3.4
2022-09-02,PALET BRETON,1,1.2
2022-09-02,PARIS BREST,2,4.4
2022-09-02,PT NANTAIS,1,3.5
2022-09-02,QUIM BREAD,4,4.8
2022-09-02,SAND JB EMMENTAL,2,8.0
2022-09-02,SANDWICH COMPLET,3,15.0
2022-09-02,SEIGLE,2,4.0
2022-09-02,SPECIAL BREAD,7,18.2
2022-09-02,TARTELETTE,7,15.400000000000002
2022-09-02,TRADITIONAL BAGUETTE,129,167.70000000000002
2022-09-03,BAGUETTE,38,38.0
2022-09-03,BANETTE,43,49.45
2022-09-03,BANETTINE,5,3.5
2022-09-03,BOISSON 33CL,4,6.0
2022-09-03,BOULE 200G,8,9.6
2022-09-03,BOULE 400G,6,10.2
2022-09-03,BRIOCHE,3,18.0
2022-09-03,CAMPAGNE,7,14.0
2022-09-03,CARAMEL NOIX,1,2.4
2022-09-03,CEREAL BAGUETTE,8,10.8
2022-09-03,CHAUSSON AUX POMMES,2,3.2
2022-09-03,COMPLET,8,15.2
2022-09-03,COOKIE,4,4.6
2022-09-03,COUPE,45,6.75
2022-09-03,CROISSANT,48,57.599999999999994
2022-09-03,CROISSANT AMANDES,5,8.0
2022-09-03,DEMI BAGUETTE,2,1.0
2022-09-03,DIVERS BOULANGERIE,1,1.0
2022-09-03,DIVERS CONFISERIE,1,3.0
2022-09-03,ECLAIR,6,13.200000000000001
2022-09-03,FICELLE,4,2.8
2022-09-03,FINANCIER X5,1,4.0
2022-09-03,FLAN,3,6.6000000000000005
2022-09-03,FLAN ABRICOT,1,2.3
2022-09-03,FORMULE SANDWICH,6,42.0
2022-09-03,GD KOUIGN AMANN,1,9.0
2022-09-03,GRAND FAR BRETON,6,45.0
2022-09-03,KOUIGN AMANN,3,6.8999999999999995
2022-09-03,MACARON,9,9.0
2022-09-03,MILLES FEUILLES,1,2.5
2022-09-03,MOISSON,7,15.400000000000002
2022-09-03,PAIN,2,2.6
2022-09-03,PAIN AU CHOCOLAT,30,39.0
2022-09-03,PAIN AUX RAISINS,4,6.4
2022-09-03,PAIN BANETTE,6,9.600000000000001
2022-09-03,PAIN CHOCO AMANDES,1,1.7
2022-09-03,PALET BRETON,1,1.2
2022-09-03,PARIS BREST,3,6.6000000000000005
2022-09-03,QUIM BREAD,10,12.0
2022-09-03,SAND JB EMMENTAL,4,16.0
2022-09-03,SANDWICH COMPLET,3,15.0
2022-09-03,SAVARIN,1,2.5
2022-09-03,SEIGLE,2,4.0
2022-09-03,SPECIAL BREAD,8,20.8
2022-09-03,SPECIAL BREAD KG,1,5.2
2022-09-03,SUCETTE,2,0.6
2022-09-03,TARTE FRUITS 4P,3,30.0
2022-09-03,TARTELETTE,6,13.200000000000001
2022-09-03,TRADITIONAL BAGUETTE,214,278.2
2022-09-03,TRAITEUR,3,13.7
2022-09-03,TROPEZIENNE,4,8.8
2022-09-03,VIK BREAD,10,27.000000000000004
2022-09-04,12 MACARON,1,10.0
2022-09-04,BAGUETTE,43,43.0
2022-09-04,BAGUETTE GRAINE,5,7.0
2022-09-04,BANETTE,45,51.74999999999999
2022-09-04,BANETTINE,6,4.199999999999999
2022-09-04,BOISSON 33CL,1,1.5
2022-09-04,BOULE 200G,7,8.4
2022-09-04,BOULE 400G,7,11.9
2022-09-04,BOULE POLKA,1,1.8
2022-09-04,BRIOCHE,3,18.0
2022-09-04,CAFE OU EAU,2,2.0
2022-09-04,CAMPAGNE,10,20.0
2022-09-04,CARAMEL NOIX,1,2.4
2022-09-04,CEREAL BAGUETTE,10,13.5
2022-09-04,CHAUSSON AUX POMMES,8,12.8
2022-09-04,CHOU CHANTILLY,3,6.6000000000000005
2022-09-04,COMPLET,8,15.2
2022-09-04,COOKIE,10,11.5
2022-09-04,COUPE,45,6.75
2022-09-04,CROISSANT,76,91.2
2022-09-04,CROISSANT AMANDES,6,9.600000000000001
2022-09-04,DEMI BAGUETTE,3,1.5
2022-09-04,DEMI PAIN,1,0.7
2022-09-04,ECLAIR,10,22.0
2022-09-04,FICELLE,6,4.199999999999999
2022-09-04,FINANCIER X5,1,4.0
2022-09-04,FLAN,3,6.6000000000000005
2022-09-04,FLAN ABRICOT,3,6.8999999999999995
2022-09-04,FORMULE SANDWICH,3,21.0
2022-09-04,GD KOUIGN AMANN,1,9.0
2022-09-04,GRAND FAR BRETON,5,37.5
2022-09-04,KOUIGN AMANN,11,25.299999999999997
2022-09-04,MACARON,8,8.0
2022-09-04,MILLES FEUILLES,7,17.5
2022-09-04,MOISSON,8,17.6
2022-09-04,PAIN,1,1.3
2022-09-04,PAIN AU CHOCOLAT,39,50.7
2022-09-04,PAIN AUX RAISINS,6,9.600000000000001
2022-09-04,PAIN BANETTE,4,6.4
2022-09-04,PAIN CHOCO AMANDES,6,10.2
2022-09-04,PARIS BREST,7,15.400000000000002
2022-09-04,PT NANTAIS,2,7.0
2022-09-04,QUIM BREAD,5,6.0
2022-09-04,ROYAL,2,7.0
2022-09-04,SAND JB EMMENTAL,5,20.0
2022-09-04,SANDWICH COMPLET,3,15.0
2022-09-04,SAVARIN,5,12.5
2022-09-04,SEIGLE,2,4.0
2022-09-04,SPECIAL BREAD,8,20.8
2022-09-04,SPECIAL BREAD KG,1,5.2
2022-09-04,SUCETTE,4,1.2
2022-09-04,TARTE FRAISE 6P,1,21.0
2022-09-04,TARTE FRUITS 4P,1,10.0
2022-09-04,TARTE FRUITS 6P,1,14.0
2022-09-04,TARTELETTE,8,17.6
2022-09-04,TARTELETTE FRAISE,4,14.0
2022-09-04,TRADITIONAL BAGUETTE,258,335.40000000000003
2022-09-04,VIK BREAD,10,27.0
2022-09-05,BAGUETTE,21,21.0
2022-09-05,BANETTE,30,34.5
2022-09-05,BANETTINE,8,5.6
2022-09-05,BOULE 200G,7,8.4
2022-09-05,BOULE 400G,5,8.5
2022-09-05,BRIOCHE,2,12.0
2022-09-05,CAMPAGNE,4,8.0
2022-09-05,CEREAL BAGUETTE,8,10.8
2022-09-05,CHAUSSON AUX POMMES,6,9.600000000000001
2022-09-05,COMPLET,5,9.5
2022-09-05,COOKIE,4,4.6
2022-09-05,COUPE,20,3.0
2022-09-05,CROISSANT,48,57.6
2022-09-05,CROISSANT AMANDES,8,12.8
2022-09-05,DEMI BAGUETTE,2,1.0
2022-09-05,DIVERS CONFISERIE,2,6.0
2022-09-05,DIVERS PATISSERIE,2,28.0
2022-09-05,ECLAIR,6,13.200000000000001
2022-09-05,FICELLE,2,1.4
2022-09-05,FLAN,2,4.4
2022-09-05,FLAN ABRICOT,1,2.3
2022-09-05,FORMULE SANDWICH,12,84.0
2022-09-05,GD FAR BRETON,2,15.0
2022-09-05,KOUIGN AMANN,2,4.6
2022-09-05,MACARON,22,22.0
2022-09-05,MILLES FEUILLES,1,2.5
2022-09-05,MOISSON,3,6.6000000000000005
2022-09-05,PAIN,1,1.3
2022-09-05,PAIN AU CHOCOLAT,45,58.5
2022-09-05,PAIN AUX RAISINS,5,8.0
2022-09-05,PAIN BANETTE,6,9.600000000000001
2022-09-05,PLAT 7.60E,3,22.799999999999997
2022-09-05,PLAT 8.30E,3,24.900000000000002
2022-09-05,PT NANTAIS,2,7.0
2022-09-05,SAND JB EMMENTAL,6,24.0
2022-09-05,SANDWICH COMPLET,8,40.0
2022-09-05,SPECIAL BREAD,8,20.8
2022-09-05,SPECIAL BREAD KG,1,5.2
2022-09-05,SUCETTE,1,0.3
2022-09-05,TARTE FRUITS 6P,1,14.0
2022-09-05,TARTELETTE,6,13.200000000000001
2022-09-05,TARTELETTE COCKTAIL,2,6.0
2022-09-05,TRADITIONAL BAGUETTE,158,205.4
2022-09-05,TRAITEUR,1,9.1
2022-09-06,BAGUETTE,20,20.0
2022-09-06,BANETTE,31,35.65
2022-09-06,BANETTINE,3,2.0999999999999996
2022-09-06,BOISSON 33CL,1,1.5
2022-09-06,BOULE 200G,8,9.6
2022-09-06,BOULE 400G,4,6.8
2022-09-06,BRIOCHE,1,6.0
2022-09-06,CAFE OU EAU,3,3.0
2022-09-06,CAMPAGNE,6,12.0
2022-09-06,CEREAL BAGUETTE,9,12.15
2022-09-06,COMPLET,3,5.699999999999999
2022-09-06,COOKIE,6,6.8999999999999995
2022-09-06,COUPE,31,4.6499999999999995
2022-09-06,CROISSANT,17,20.4
2022-09-06,CROISSANT AMANDES,3,4.800000000000001
2022-09-06,DEMI BAGUETTE,3,1.5
2022-09-06,DIVERS VIENNOISERIE,2,12.0
2022-09-06,ECLAIR,1,2.2
2022-09-06,FICELLE,4,2.8
2022-09-06,FINANCIER X5,1,4.0
2022-09-06,FLAN,4,8.8
2022-09-06,FLAN ABRICOT,1,2.3
2022-09-06,FORMULE SANDWICH,5,35.0
2022-09-06,GD FAR BRETON,1,7.5
2022-09-06,GD KOUIGN AMANN,2,18.0
2022-09-06,KOUIGN AMANN,1,2.3
2022-09-06,MACARON,7,7.0
2022-09-06,MOISSON,8,17.6
2022-09-06,PAIN,1,1.3
2022-09-06,PAIN AU CHOCOLAT,16,20.8
2022-09-06,PAIN AUX RAISINS,3,4.800000000000001
